EVA_NR;IFOPT;NAME
8005355;de:03158:3099;Schladen(Harz)
8005356;de:05382:59801;Schladern(Sieg)
8005362;de:01059:81683;Schleswig
8005364;de:08336:6678;Schliengen
8005365;de:06634:204514;Schlierbach(Schwalm-Eder-Kr.)
8005366;de:08221:1287;Heidelberg-Schlierbach/Ziegelhausen
8005367;de:09182:43374;Schliersee
8005369;de:05754:6664;Schloß Holte
8005370;de:05774:40312;Paderborn-Schloss Neuhaus
8005371;de:08315:6546;Schluchsee
8005374;de:06631:11069;Schmalnau
8005378;de:05366:79301;Schmidtheim
8005379;de:08425:2941;Schmiechen
8005381;de:09771:1300;Schmiechen(Schwab)
8005382;de:06635:205191;Vöhl-Schmittlotheim
8005383;de:09574:7800;Schnaittach Markt
8005386;de:09676:99312;Schneeberg im Odenwald
8005388;de:09571:13390;Schnelldorf
8005389;de:09181:510;Landsberg(L)Schule
8005390;de:03358:82190;Schneverdingen
8005391;de:09478:27160;Schney
8005392;de:07235:11130;Schoden-Ockfen
8005393;de:06437:11447;Hesseneck Schöllenbach
8005400;de:09678:27474;Schonungen
8005405;de:03151:7009;Schönewörde
8005406;de:09179:6210;Schöngeising
8005409;de:08237:1502;Schönmünzach
8005412;de:09479:10606;Schönwald(Oberfr)
8005413;de:03158:3030;Schöppenstedt
8005415;de:05766:2890;Schötmar
8005417;de:09181:506;Schondorf(Bay)
8005418;de:09190:41513;Schongau
8005419;de:09162:1150;München Heimeranplatz
8005420;de:08336:6601;Schopfheim
8005421;de:08237:9604;Schopfloch(b Freudenstadt)
8005423;de:07335:8144;Schopp
8005424;de:08119:7703;Schorndorf
8005425;de:08336:6551;Schopfheim West
8005431;de:08136:2416;Schrezheim
8005432;de:09185:7800;Schrobenhausen
8005433;de:08127:20536;Schrozberg
8005435;de:01058:83619;Schülldorf
8005436;de:03456:83660;Schüttorf
8005439;de:09565:4411;Schwabach
8005440;de:09565:4410;Schwabach-Limbach
8005442;de:09174:6880;Schwabhausen(b Dachau)
8005444;de:09772:7200;Schwabmünchen
8005445;de:08136:5210;Schwabsberg
8005449;de:08127:20013;Schwäbisch Hall
8005451;de:09574:7850;Schwaig
8005453;de:08125:693;Schwaigern(Württ)
8005454;de:08119:1603;Schwaikheim
8005455;de:06436:2243;Schwalbach(Taunus)Limes
8005456;de:06436:11106;Schwalbach(Taunus)Nord
8005457;de:03358:82689;Schwarmstedt
8005465;de:09374:7539;Schwarzenbach(b Pressath)
8005466;de:09475:80498;Schwarzenbach(Saale)
8005468;de:01053:8005468;Schwarzenbek
8005469;de:09376:80499;Schwarzenfeld(Opf)
8005476;de:07235:6507;Schweich(DB)
8005479;de:09662:75009;Schweinfurt Mitte
8005481;de:09662:27508;Schweinfurt Stadt
8005485;de:09571:13150;Schweinsdorf
8005488;de:05954:8198;Schwelm West
8005489;de:09773:6569;Schwenningen(Bay)
8005490;de:08326:6586;Schwenningen(Neckar)
8005494;de:08226:3505;Schwetzingen
8005495;de:09183:6603;Schwindegg
8005497;de:08336:6607;Schwörstadt
8005498;de:06532:11004;Sechshelden
8005499;de:05382:53501;Sechtem
8005502;de:08315:6547;Seebrugg
8005504;de:09188:5400;Seefeld-Hechendorf
8005505;de:09777:1329;Seeg
8005506;de:09180:10107;Seeleiten-Berggeist
8005507;de:03241:4740;Seelze
8005508;de:09190:41534;Seeshaupt
8005510;de:07231:40748;Sehlem(Kr Wittlich)
8005511;de:03241:9826;Sehnde
8005512;de:09189:90034;Seiboldsdorf
8005516;de:09479:10607;Selb Nord
8005517;de:09479:9545;Selb Stadt
8005518;de:09479:80501;Selb-Plößberg
8005520;de:09475:8852;Selbitz
8005522;de:06438:6601;Seligenstadt(Hess)
8005523;de:09679:5030;Seligenstadt(b Würzburg)
8005525;de:05978:16093;Selm
8005526;de:05978:16102;Selm-Beifang
8005532;de:09775:4101;Senden
8005534;de:05774:9028;Sennelager
8005535;de:05711:9024;Sennestadt
8005536;de:08225:6155;Sennfeld
8005539;de:07235:11150;Serrig
8005540;de:08118:5782;Sersheim
8005543;de:09373:17910;Seubersdorf
8005544;de:06434:4301;Seulberg
8005545;de:09475:9122;Seulbitz
8005547;de:09472:23800;Seybothenreuth
8005551;de:07337:8052;Siebeldingen-Birkweiler
8005555;de:05958:24500;Siedlinghausen
8005556;de:05382:55101;Siegburg/Bonn
8005557;de:09573:5350;Siegelsdorf
8005559;de:09189:65902;Siegsdorf
8005560;de:08335:2390;Singen Landesgartenschau
8005561;de:01055:84555;Sierksdorf
8005562;de:10044:8005562;Siersburg
8005566;de:08125:1907;Siglingen
8005568;de:08437:47641;Sigmaringendorf
8005569;de:05958:31745;Silbach
8005572;de:09574:7900;Simmelsdorf-Hüttenbach
8005573;de:06534:11110;Simtshausen
8005574;de:08115:3201;Sindelfingen
8005575;de:05362:87401;Sindorf
8005576;de:06634:209655;Singlis
8005577;de:06532:11008;Sinn
8005578;de:08226:3550;Sinsheim(Elsenz) Hbf
8005580;de:07131:80141;Sinzig(Rhein)
8005581;de:09375:446;Sinzing
8005582;de:08435:4547;Sipplingen
8005583;de:07133:30624;Bad Sobernheim
8005585;de:08215:1617;Söllingen(b Karlsr)
8005586;de:01059:89501;Sörup
8005587;de:08216:35112;Sinzheim
8005588;de:08216:35111;Sinzheim Nord
8005590;de:05122:13006;Solingen-Schaberg
8005592;de:06532:11122;Solms
8005593;de:09577:16860;Solnhofen
8005594;de:03358:85458;Soltau Nord
8005597;de:05122:13869;Solingen Grünewald
8005598;de:05122:13818;Solingen Mitte
8005600;de:05966:10718;Sondern
8005601;de:08425:2963;Sondernach
8005602;de:07334:35002;Sondernheim
8005607;de:09778:3078;Sontheim(Schwab)
8005608;de:08135:1579;Sontheim-Brenz
8005609;de:09780:800;Sonthofen
8005610;de:06636:245610;Sontra
8005613;de:03357:85578;Sottrum
8005614;de:09187:90047;Soyen
8005616;de:08327:1510;Spaichingen
8005617;de:08327:1513;Spaichingen Mitte
8005622;;Spay
8005623;de:03152:85676;Speele
8005624;de:07232:21520;Speicher
8005625;de:09574:7590;Speikern
8005626;de:07318:3650;Speyer Nord-West
8005628;de:07318:3603;Speyer Hbf
8005629;de:05382:54801;Spich
8005630;de:09272:4688;Spiegelau
8005635;de:05515:46742;Münster-Sprakel
8005636;de:06438:2703;Dreieich-Sprendlingen
8005637;de:07339:8004;Sprendlingen(Rheinhess)
8005638;de:03241:5900;Springe
8005639;de:09181:1423;St Alban
8005640;de:03353:8005640;Sprötze
8005644;de:08326:6597;St Georgen(Schwarzw)
8005645;de:07140:24891;St Goar
8005646;de:07141:11151;St Goarshausen
8005648;de:08226:1892;St Ilgen-Sandhausen
8005649;de:10045:8005649;St Ingbert
8005652;de:09177:3260;St Koloman
8005653;de:09763:9022;St Mang
8005655;de:01051:86484;St Michaelisdonn
8005656;de:09181:504;St Ottilien
8005658;de:07232:21755;St Thomas
8005659;de:10046:8005659;St Wendel
8005661;de:06534:11076;Stadtallendorf
8005662;de:03257:152;Stadthagen
8005663;de:02000:11952;Hamburg Stadthausbrücke
8005665;de:03255:86728;Stadtoldendorf
8005666;de:09676:1294;Stadtprozelten
8005668;de:06533:11023;Staffel
8005670;de:09478:27200;Bad Staffelstein
8005672;de:09190:90041;Iffeldorf
8005673;de:07340:95361;Stambach
8005674;de:09475:10537;Stammbach
8005675;de:09188:5490;Starnberg Nord
8005676;de:09188:5450;Starnberg
8005678;de:07133:30663;Staudernheim
8005682;de:03360:86936;Stederdorf(Kr Uelzen)
8005686;de:09475:10538;Stegenwaldhaus
8005687;de:09189:90030;Stein(Traun)
8005688;de:08317:18420;Steinach(Baden)
8005689;de:07340:8143;Steinalben
8005690;de:06435:11053;Steinau(Straße)
8005692;de:09476:16372;Steinbach am Wald
8005699;de:09188:5390;Steinebach
8005700;;Steinefrenz
8005701;de:08336:6603;Steinen
8005702;de:05754:6340;Steinhagen(Westf) Bielef. Str.
8005703;de:03460:87204;Steinfeld(Oldb)
8005704;de:05754:6714;Steinhagen(Westf)
8005706;de:06435:4504;Steinheim(Main)
8005708;de:05762:8063;Steinheim(Westf)
8005709;de:09175:8857;Steinhöring
8005712;de:05566:63782;Steinfurt-Grottenkamp
8005713;de:07334:33058;Steinweiler
8005714;de:08226:3561;Steinsfurt
8005715;de:07335:8542;Steinwenden
8005717;de:03353:8005717;Stelle
8005720;de:06435:11316;Sterbfritz
8005722;de:06534:11093;Sterzhausen
8005723;de:08327:1554;Stetten(Donau)
8005724;de:08125:1700;Stetten am Heuchelberg
8005725;de:09778:3088;Stetten(Schwab)
8005726;de:08119:1701;Stetten-Beinstein
8005731;de:05970:10731;Stift Keppel-Allenbach
8005734;de:09472:22740;Stockau
8005735;de:09188:5420;Stockdorf
8005736;de:06532:11120;Stockhausen(Lahn)
8005737;de:09476:15525;Stockheim(Oberfr)
8005738;de:09673:25461;Stockheim(Unterfr)
8005739;de:09671:2063;Stockstadt(Main)
8005740;de:06433:11267;Stockstadt(Rhein)
8005741;de:05334:5788;Stolberg-Altstadt
8005743;de:05334:5792;Stolberg-Rathaus
8005744;de:05334:5758;Stolberg-Schneidmühle
8005745;de:05334:5786;Stolberg-Mühlener Bahnhof
8005746;de:05362:81401;Stommeln
8005747;de:08437:41280;Storzingen
8005748;de:05366:72401;Euskirchen-Stotzheim
8005749;de:09185:8707;Straß-Moos
8005750;de:08417:32117;Straßberg-Winterlingen
8005752;de:09278:10601;Straßkirchen
8005760;de:09471:20920;Strullendorf
8005761;de:05970:10100;Struthütten
8005762;;Stryck
8005763;de:03352:88621;Stubben
8005764;de:08337:4163;Stühlingen
8005766;de:08111:1604;Stuttgart Ebitzweg
8005767;de:08111:6295;Stuttgart Nord
8005768;de:08116:2103;Stuttgart Flughafen/Messe
8005769;de:08111:6333;Stuttgart-Bad Cannstatt
8005770;de:08111:6157;Stuttgart-Feuerbach
8005771;de:08111:1504;Stuttgart-Münster
8005772;de:08111:6091;Stuttgart-Obertürkheim
8005773;de:08111:6001;Stuttgart-Rohr
8005774;de:08111:1300;Stuttgart-Sommerrain
8005775;de:08111:6085;Stuttgart-Untertürkheim
8005776;de:08111:6002;Stuttgart-Vaihingen
8005777;de:08111:1200;Stuttgart-Zazenhausen
8005778;de:08111:6465;Stuttgart-Zuffenhausen
8005779;de:08111:6027;Stuttgart-Österfeld
8005780;de:03360:88937;Suderburg
8005781;de:01002:88905;Suchsdorf
8005782;de:01059:89597;Süderbrarup
8005783;de:01051:89612;Süderdeich
8005785;de:02000:81952;Hamburg-Sülldorf
8005786;de:08125:2004;Sülzbach
8005787;de:09375:564;Sünching
8005788;de:03353:8005788;Suerhop
8005789;de:01054:89661;Süderlügum
8005790;de:08117:157;Süßen
8005791;de:08325:6590;Sulz(Neckar)
8005792;de:08125:2005;Sülzbach Schule
8005793;de:09275:4041;Sulzbach(Inn)
8005794;de:09676:1052;Sulzbach(Main)
8005795;de:08119:4952;Sulzbach(Murr)
8005796;de:10041:8005796;Sulzbach(Saar)
8005797;de:10041:8005797;Sulzbach(Saar)Altenwald
8005798;de:06436:2230;Sulzbach(Taunus)
8005799;de:06436:2231;Sulzbach(Taunus)Nord
8005800;de:09371:18000;Sulzbach-Rosenberg
8005801;de:09371:18044;Sulzbach-Rosenberg Hütte
8005802;de:09780:9023;Sulzberg
8005805;de:08215:32093;Sulzfeld(Baden)
8005809;de:03251:89375;Syke
8005810;de:05766:2210;Sylbach
8005811;de:05562:4936;Sythen
8005812;de:07235:7511;Taben
8005813;de:09189:90203;Tacherting
8005820;de:08118:7404;Tamm(Württ)
8005823;de:08426:6587;Tannheim(Württ)
8005824;de:09779:6567;Tapfheim
8005825;de:01059:90046;Tarp
8005826;de:01054:90089;Tating
8005827;de:08128:13015;Tauberbischofsheim
8005828;de:09176:7823;Tauberfeld
8005831;de:09184:2320;Taufkirchen
8005833;de:09172:42454;Teisendorf
8005834;de:05570:30476;Telgte
8005835;de:07235:7513;Temmels
8005836;de:08316:729;Teningen-Mundingen
8005839;de:09276:80541;Teisnach Rohde&Schwarz
8005843;de:07340:8061;Thaleischweiler-Fröschen
8005845;de:09775:4927;Thalfingen(b Ulm)
8005852;de:09177:9951;Thann-Matzbach
8005855;de:09371:18490;Thansüß
8005856;ch:23017:55036;Thayngen
8005857;de:07336:8547;Theisbergstegen
8005858;de:01056:99950;Thesdorf
8005864;de:09679:5040;Thüngersheim
8005865;;Thür
8005867;de:01051:90817;Tiebensee
8005870;de:02000:61950;Hamburg-Tiefstack
8005871;de:08337:6574;Tiengen(Hochrhein)
8005873;de:09189:90127;Traunstein Klinikum
8005874;de:01055:90920;Timmendorferstrand
8005876;de:08315:6548;Titisee
8005883;de:09171:10007;Töging(Inn)
8005885;de:01054:91940;Tönning
8005887;de:01056:8005887;Tornesch
8005888;de:03353:8005888;Tostedt
8005889;de:07231:7327;Traben-Trarbach
8005890;de:09377:7543;Trabitz
8005891;de:06531:11142;Trais-Horloff
8005892;ch:23017:53999;Trasadingen
8005893;de:09189:90204;Traundorf
8005894;de:09189:65991;Traunreut
8005895;de:09477:3593;Trebgast
8005896;de:07339:32614;Trechtingshausen
8005901;de:03151:1104;Triangel
8005902;de:08326:6591;Triberg
8005903;de:09276:5090;Triefenried
8005905;de:07211:1501;Trier Süd
8005907;de:09571:13000;Triesdorf
8005908;de:08136:4245;Trochtelfingen(b Bopfingen)
8005910;de:05112:16537;Trompet
8005911;de:08327:1696;Trossingen Bahnhof
8005912;de:09189:90031;Trostberg
8005916;de:08416:12041;Tübingen West
8005917;de:08416:12101;Tübingen-Derendingen
8005918;de:08416:12001;Tübingen-Lustnau
8005920;de:09179:6230;Türkenfeld
8005923;de:09171:10008;Tüßling
8005924;de:09175:4184;Tulling
8005925;de:08327:1795;Tuttlingen Schulen
8005927;de:09188:5480;Tutzing
8005928;de:06635:205586;Twiste
8005929;de:03251:91901;Twistringen
8005930;de:05711:5619;Ubbedissen
8005931;de:08215:1861;Ubstadt-Weiher
8005935;de:05370:5952;Übach-Palenberg
8005937;de:08435:4543;Überlingen Therme
8005940;de:09189:41234;Übersee
8005942;de:08435:4788;Überlingen
8005943;de:08435:4535;Überlingen-Nußdorf
8005945;de:07231:7358;Ürzig(DB)
8005946;de:08327:1761;Tuttlingen Gänsäcker
8005947;de:09575:14950;Uffenheim
8005948;de:09180:90017;Uffing a Staffelsee
8005949;de:08117:152;Uhingen
8005950;de:07339:8194;Uhlerborn
8005952;de:08421:1056;Ulm Ost
8005954;de:08421:1551;Ulm-Donautal
8005955;de:08421:1220;Ulm-Söflingen
8005962;de:09187:90043;Umrathshausen Ort
8005963;de:08315:6681;Unadingen
8005966;de:09375:485;Undorf
8005967;de:09475:10539;Unfriedsdorf
8005968;de:06634:209662;Ungedanken
8005970;de:07138:20033;Unkel
8005971;de:05978:17854;Unna-Königsborn
8005972;;Unnau-Korb
8005975;de:09180:90042;Unterammergau
8005976;de:09573:5610;Unterasbach
8005977;de:09189:90037;Unteraschau
8005979;de:08136:6100;Böbingen(Rems)
8005983;de:09775:4903;Unterelchingen
8005986;de:09184:2030;Unterföhring
8005989;de:08125:890;Untergriesheim
8005990;de:08215:1854;Untergrombach
8005991;de:09184:2310;Unterhaching
8005993;de:09185:7967;Unterhausen(Bay)
8005995;de:09576:8109;Unterheckenhofen
8005997;de:08136:1608;Unterkochen
8005998;de:08116:5781;Unterlenningen
8006001;de:03351:2797;Unterlüß
8006002;de:08416:12043;Unterjesingen Mitte
8006003;de:08416:12046;Unterjesingen Sandäcker
8006006;de:09179:6250;Germering-Unterpfaffenhofen
8006008;de:08235:9000;Unterreichenbach
8006016;de:09472:22745;Untersteinach(Bayr)
8006017;de:09477:18963;Untersteinach(b Stadtsteinach)
8006019;de:07335:8025;Untersulzbach
8006026;de:01054:92761;Uphusum
8006027;de:08415:28108;Bad Urach Ermstalklinik
8006029;de:08415:28129;Bad Urach
8006030;de:08119:5789;Urbach(b Schorndorf)
8006031;de:06438:4730;Rödermark-Urberach
8006032;de:05366:77901;Urft
8006035;de:07137:15067;Urmitz
8006036;de:07137:11450;Urmitz Rheinbrücke
8006037;de:09187:90046;Urschalling
8006039;de:08425:2540;Urspring
8006041;de:03155:92865;Uslar
8006043;de:06635:205843;Usseln
8006048;de:09181:507;Utting
8006052;de:09563:2489;Vach
8006053;de:08118:5879;Vaihingen(Enz)
8006054;de:07137:10109;Vallendar
8006056;de:03455:93054;Varel(Oldb)
8006058;de:03355:8006058;Vastorf
8006059;de:09175:4000;Vaterstetten
8006060;de:03157:431;Vechelde
8006061;de:03460:93151;Vechta
8006062;de:02000:54950;Hamburg-Veddel
8006064;de:05158:10094;Velbert Rosenhügel
8006065;de:09679:2171;Veitshöchheim
8006067;de:09574:7940;Velden(b Hersbruck)
8006068;de:06633:209753;Vellmar-Osterberg/EKZ
8006076;de:03361:93627;Verden(Aller)
8006078;de:06633:203903;Vernawahlshausen
8006079;de:05358:6074;Vettweiß
8006082;de:06635:209765;Frankenberg-Viermünden
8006083;de:06533:11113;Villmar
8006084;de:09274:3100;Vilsbiburg
8006085;de:09371:19300;Vilseck
8006086;de:09275:4200;Vilshofen(Niederbay)
8006089;de:03241:4121;Hannover-Vinnhorst
8006090;de:03357:94171;Visselhövede
8006091;de:05758:4907;Vlotho
8006093;de:06635:205601;Vöhl-Thalitter
8006094;de:09775:4202;Vöhringen
8006095;de:03157:8146;Vöhrum
8006098;de:05170:36966;Voerde(Niederrhein)
8006100;de:07312:8126;Vogelweh
8006101;de:09186:9025;Vohburg
8006104;de:03252:5320;Voldagsen
8006107;de:06635:205626;Volkmarsen
8006109;de:05962:3024;Volkringhausen
8006112;de:03155:94547;Volpriehausen
8006116;de:03151:1022;Vorhop
8006117;de:05970:10758;Vormwald
8006118;de:05970:10759;Vormwald Dorf
8006120;de:09574:7950;Vorra(Pegnitz)
8006125;de:07332:3895;Wachenheim(Pfalz)
8006126;de:07331:3908;Wachenheim-Mölsheim
8006131;de:09184:2230;Wächterhof
8006132;de:06435:11055;Wächtersbach
8006134;de:09372:2809;Waffenbrunn
8006135;de:08127:20732;Wackershofen
8006136;de:07315:8012;Waggonfabrik
8006137;de:08215:32509;Waghäusel
8006138;de:09189:90039;Waging
8006139;de:05970:10892;Wahlbach(Kr Siegen)
8006144;de:03151:1030;Wahrenholz
8006145;de:08127:27531;Wallhausen(Württ)
8006147;de:09678:75006;Waigolshausen
8006148;de:01060:37977;Wakendorf
8006154;de:08126:11951;Waldenburg(Württ)
8006155;de:09377:10603;Waldershof
8006156;de:07340:8142;Waldfischbach
8006157;de:08136:7031;Waldhausen(b Schorndorf)
8006159;de:08316:6530;Waldkirch
8006163;de:09372:2957;Waldmünchen
8006164;de:09183:80508;Waldkraiburg
8006167;de:08337:6575;Waldshut
8006170;de:10046:8006170;Walhausen(Saar)
8006171;de:08118:5785;Walheim(Württ)
8006172;de:03156:95568;Walkenried
8006175;de:06433:2802;Walldorf(Hess)
8006176;de:08225:6573;Walldürn
8006181;de:09279:2696;Wallersdorf
8006183;de:07331:8002;Wallertheim
8006184;de:09181:508;Walleshausen
8006189;de:09174:6810;Hebertshausen
8006190;de:09177:9950;Walpertskirchen
8006191;de:07131:80071;Walporzheim
8006193;de:03358:95752;Walsrode
8006194;de:05113:9703;Essen-Horst
8006197;de:02000:8006197;Hamburg-Tonndorf
8006198;de:02000:60951;Hamburg Wandsbeker Chaussee
8006200;de:08436:9002;Wangen(Allgäu)
8006203;de:08415:22003;Wannweil
8006206;de:05570:14534;Warendorf
8006207;de:05570:68070;Warendorf-Einen-Müssingen
8006210;de:09182:90187;Warngau
8006212;de:08426:6650;Warthausen
8006213;de:01058:96398;Wasbek
8006215;de:08315:6534;Wasenweiler
8006217;de:08136:1906;Wasseralfingen
8006218;de:09776:1824;Wasserburg(Bodensee)
8006219;de:09774:2940;Wasserburg(Günz)
8006220;de:09187:90025;Wasserburg(Inn)Bf
8006222;de:07235:10979;Wasserliesch
8006224;de:09176:9026;Wasserzell(b Eichstätt)
8006226;de:05911:5503;Wattenscheid
8006227;de:05911:5504;Wattenscheid-Höntrop
8006229;de:06531:11137;Watzenborn-Steinberg
8006232;de:06440:11156;Weckesheim
8006233;de:03158:444;Weddel(Braunschw)
8006236;de:01056:85950;Wedel(Holst)
8006240;de:05154:35896;Weeze
8006241;de:06635:205089;Wega
8006243;de:05370:6340;Wegberg
8006252;de:07235:7479;Wehr(Mosel)
8006255;de:09189:90202;Weibhausen
8006256;de:09185:8708;Weichering
8006257;de:09677:75207;Weickersgrüben
8006258;de:09183:5341;Weidenbach
8006259;de:09472:22750;Weidenberg
8006261;de:07332:4065;Weidenthal
8006264;de:09372:3152;Weiding
8006266;de:09374:10555;Weiherhammer
8006267;de:09573:5580;Weiherhof
8006268;de:08111:2270;Weilimdorf
8006269;de:08128:13209;Weikersheim
8006270;de:03458:102465;Wüsting
8006271;de:08115:1303;Weil der Stadt
8006272;de:08336:6639;Weil am Rhein
8006273;de:08336:6684;Weil am Rhein Ost
8006274;de:09676:1806;Weilbach(Unterfr)
8006277;de:08119:1704;Weiler(Rems)
8006279;de:09778:2928;Weilbach(Unterallg)
8006280;de:05366:71101;Weilerswist
8006281;de:08327:1869;Weilheim(Württ)
8006286;de:06633:203002;Ahnatal-Weimar
8006287;de:08215:1853;Weingarten(Baden)
8006289;de:08125:4344;Weinsberg
8006290;de:08125:1939;Weinsberg West
8006291;de:08216:34768;Weisenbach
8006292;de:07332:4205;Weisenheim(Sand)
8006293;de:06438:4640;Rodgau-Weiskirchen
8006294;de:08125:1598;Weinsberg/Ellhofen Gewerbegebiet
8006296;de:08436:8121;Weißenau
8006298;de:09577:16000;Weißenburg(Bay)
8006299;de:09775:4642;Weißenhorn
8006300;de:09474:9870;Weißenohe
8006303;de:07137:10116;Weißenthurm
8006304;de:06434:2330;OberurselWeißkirchen/Steinbach
8006305;de:09775:4639;Weißenhorn-Eschach
8006306;de:06432:11327;Weiterstadt
8006309;de:09777:1343;Weizern-Hopferau
8006312;de:07339:8005;Welgesheim-Zotzenheim
8006313;de:06631:11065;Welkers
8006315;de:07235:7518;Wellen(Mosel)
8006316;de:03459:42481;Wellendorf
8006319;de:02000:71952;Hamburg-Wellingsbüttel
8006320;de:05966:10767;Welschen Ennest
8006321;de:08335:6564;Welschingen-Neuhausen
8006323;de:05974:12909;Welver
8006330;de:03355:8006330;Wendisch Evern
8006331;de:08116:4257;Wendlingen(Neckar)
8006336;de:03241:5782;Wennigsen(Deister)
8006339;de:05962:3200;Werdohl
8006340;de:06532:11012;Werdorf
8006342;de:05974:11303;Werl
8006346;de:08116:4241;Wernau(Neckar)
8006347;de:09376:7385;Wernberg
8006348;de:05978:60001;Werne a d Lippe
8006349;de:09677:75205;Wernfeld
8006353;de:09780:896;Wertach-Haslach
8006354;de:08128:13591;Wertheim-Bestenheid
8006356;de:05170:36206;Wesel Feldmark
8006357;de:01051:98211;Wesselburen
8006358;de:03254:21827;Wesseln
8006359;de:09188:5380;Weßling(Oberbay)
8006360;de:05754:6281;Westbarthausen
8006361;de:05570:31378;Westbevern
8006363;de:09772:4450;Westendorf
8006366;de:09187:90020;Westerham
8006367;de:03459:98401;Westerhausen
8006369;de:01054:98523;Westerland(Sylt)
8006373;de:08425:2470;Westerstetten
8006376;de:08136:5817;Westhausen
8006378;de:09772:5050;Westheim(Schwab)
8006379;de:05958:35292;Westheim(Westf)
8006380;de:09672:75195;Westheim-Langendorf
8006383;de:05974:6058;Westönnen
8006385;de:06534:11087;Wetter(Hessen)
8006386;de:05954:8080;Wetter(Ruhr)
8006389;de:05974:11078;Wickede(Ruhr)
8006390;de:09571:13270;Wicklesgreuth
8006391;de:05116:23860;Wickrath
8006392;de:10043:8006392;Wiebelskirchen
8006401;de:06634:219697;Schwalmstadt-Wiera
8006402;de:03360:99266;Wieren
8006403;de:09377:7102;Wiesau(Oberpf)
8006404;de:06414:6906;Wiesbaden Ost
8006407;de:06414:11325;Wiesbaden-Erbenheim
8006408;de:06414:11324;Wiesbaden-Igstadt
8006409;de:06414:11154;Wiesbaden-Schierstein
8006413;de:06635:219683;Wiesenfeld
8006414;de:09473:75252;Wiesenfeld(b Coburg)
8006416;de:08125:1565;Wieslensdorf
8006417;de:08215:32584;Wiesental
8006418;de:09474:9880;Wiesenthau
8006421;de:08226:4252;Wiesloch-Walldorf
8006422;de:09189:41119;Tittmoning-Wiesmühl
8006423;de:09189:41089;Wiesmühl(Alz)
8006426;de:09677:28530;Wiesthal
8006430;ch:23017:53215;Wilchingen-Hallau
8006431;de:08235:8960;Bad Wildbad Bf
8006432;de:08235:9050;Wildberg(Württ)
8006436;de:03458:99578;Wildeshausen
8006440;de:08236:1794;Wilferdingen-Singen
8006441;de:07340:8056;Wilgartswiesen
8006445;de:03405:99737;Wilhelmshaven Hbf
8006446;de:06534:11089;Wilhelmshütte(Lahn)
8006448;de:09573:5400;Wilhermsdorf
8006449;de:05762:9892;Willebadessen
8006453;de:06635:205718;Willingen
8006454;;Willmenrod
8006455;de:09372:3211;Willmering
8006456;de:08125:2017;Willsbach
8006459;de:06533:11017;Wilsenroth
8006460;de:01061:100055;Wilster
8006461;de:07235:10989;Wiltingen(Saar)
8006463;de:07235:7526;Wincheringen
8006465;de:06435:4545;Nidderau-Windecken
8006466;de:05711:9042;Windelsbleiche
8006468;de:07334:35000;Winden(Pfalz)
8006472;de:09374:10556;Windischeschenbach
8006473;de:09571:13800;Windsbach
8006475;de:03352:100197;Wingst
8006476;de:09574:7970;Winkelhaid
8006479;de:08119:7605;Winnenden
8006481;;Winningen(Mosel)
8006482;de:03241:7336;Winninghausen
8006483;de:07333:9075;Winnweiler
8006484;de:03353:8006484;Winsen(Luhe)
8006485;de:08119:1705;Winterbach(b Schorndorf)
8006486;de:05958:12104;Winterberg(Westf)
8006488;de:09679:5050;Winterhausen
8006489;de:03358:100494;Wintermoor
8006493;de:09775:4167;Witzighausen
8006498;;Wirges
8006499;de:06435:11056;Wirtheim
8006501;de:07132:16513;Wissen(Sieg)
8006503;de:03459:100649;Wissingen
8006505;de:05954:2436;Wittbräucke
8006508;de:08222:2416;Mannheim Handelshafen
8006509;de:08222:2386;Mannheim-Luzenberg
8006510;de:05954:5372;Witten-Annen Nord
8006511;de:08222:2446;Mannheim-Neckarstadt
8006513;de:08111:6008;Stuttgart Universität
8006514;de:05113:9686;Essen-Holthausen
8006516;de:05382:53901;Alfter-Witterschlick
8006517;de:08128:13702;Wittighausen
8006520;de:03462:100862;Wittmund
8006524;de:06636:206454;Witzenhausen Nord
8006527;de:01054:100922;Witzwort
8006528;de:06411:4732;Darmstadt-Wixhausen
8006529;de:06440:11446;Wölfersheim-Södel
8006531;de:07334:1741;Wörth(Rhein) Zügelstraße
8006533;de:09779:4500;Wörnitzstein
8006534;de:07331:8006;Wörrstadt
8006535;de:06439:11201;Wörsdorf
8006536;de:07334:1740;Wörth(Rhein) Mozartstraße
8006537;de:09274:10543;Wörth(Isar)
8006538;de:09676:1005;Wörth(Main)
8006539;de:08215:1541;Wössingen
8006541;de:01053:25952;Wohltorf
8006544;de:08317:18010;Wolfach
8006545;de:08436:32006;Wolfegg
8006546;de:06634:209651;Felsberg-Wolfershausen
8006548;de:06435:11063;Wolfgang(Kr Hanau)
8006549;de:06633:203931;Wolfhagen
8006550;de:09173:4760;Wolfratshausen
8006552;de:03103:2015;Wolfsburg Hbf
8006554;de:09677:75220;Wolfsmünster
8006555;de:07336:8030;Wolfstein
8006559;de:03358:101450;Wolterdingen(Han)
8006561;de:03157:8206;Woltwiesche
8006570;de:03352:101780;Wremen
8006572;de:01061:101825;Wrist
8006575;de:05158:11724;Wülfrath-Aprath
8006577;de:05970:10798;Würgendorf
8006578;de:05970:10799;Würgendorf (Ort)
8006581;de:10045:8006581;Würzbach(Saar)
