ASS_NR,VRS_NR,GlobalID/IFOPT,H_Name,H_Provgem,H_ProvOrt,H_KOORX,H_KOORY
2853,99102,de:07131:080058,Heimersheim Bf,BAD NEUENAHR-AHRWEILER,Heimersheim,2583385,5601952
2856,98401,de:07131:080141,Sinzig Bf,SINZIG,Sinzig,2589227,5601979
2857,38456,de:05378:38456,Bodderter Weg,R?srath,Hoffnungsthal,2586696,5644096
2858,37232,de:05378:37232,Birken,Overath,Heiligenhaus,2588636,5646039
2859,37132,de:05378:37132,Rappenhohn,Overath,Mitte,2590041,5645786
2860,37133,de:05378:37133,Danziger Str.,Overath,Mitte,2590454,5645538
2861,37134,de:05378:37134,Alter Friedhof,Overath,Mitte,2590285,5645106
2862,72459,de:05366:72459,Kreuzweingarten Wende,Euskirchen,Kreuzweingarten,2555730,5607986
2863,83690,de:05362:83690,Bahnstr.,H?rth,Efferen,2563322,5639834
2864,53250,de:05382:53250,Uedorfer Weg,Bornheim,Mitte,2570683,5626240
2865,53251,de:05382:53251,Reuterweg,Bornheim,Mitte,2569486,5626325
2866,53252,de:05382:53252,Siefenfeldchen,Bornheim,Mitte,2570455,5625456
2867,53255,de:05382:53255,Gebr?der-Grimm-Str,Bornheim,Mitte,2570125,5625874
2868,53256,de:05382:53256,Heideweg,Bornheim,Mitte,2569730,5625032
2869,53738,de:05382:53738,H?ffelweg,Alfter,Mitte,2571812,5623231
2870,84691,de:05362:84691,Nordfriedhof,Br?hl,Kierberg,2562343,5634418
2872,85381,de:05362:85381,Industriegebiet,Wesseling,Berzdorf,2566763,5634040
2873,85383,de:05362:85383,Gutenbergstr.,Wesseling,Berzdorf,2567260,5633408
2874,85382,de:05362:85382,Bergerstr.,Wesseling,Berzdorf,2566805,5632901
2875,85183,de:05362:85183,Ulmenstr.,Wesseling,Mitte,2568299,5632860
2877,76135,de:05366:76135,H?henweg,Nettersheim,Mitte,2544262,5595592
2878,85186,de:05362:85186,Westring/?rztehaus,Wesseling,Mitte,2569113,5632303
2879,53257,de:05382:53257,Kalkstr.,Bornheim,Mitte,2569209,5625595
2880,85283,de:05362:85283,Im Stockental,Wesseling,Keldenich,2568208,5631695
2881,85281,de:05362:85281,Keldenich Friedhof,Wesseling,Keldenich,2568469,5630945
2882,85288,de:05362:85288,Starenweg,Wesseling,Keldenich,2568790,5630723
2883,85286,de:05362:85286,Meisenweg,Wesseling,Keldenich,2569061,5630252
2884,85285,de:05362:85285,Liegnitzer Str.,Wesseling,Keldenich,2568343,5630569
2885,85172,de:05362:85172,Max-Planck-Str.,Wesseling,Mitte,2569874,5632077
2886,84385,de:05362:84385,Kuhgasse,Br?hl,Badorf,2563235,5629991
2887,58634,de:05382:58634,Much Rathaus,Much,Mitte,2598688,5642068
2888,58633,de:05382:58633,Much Kirche,Much,Mitte,2599094,5642085
2889,45447,de:05374:45447,Stockheim,N?mbrecht,Bierenbachtal,2608597,5644983
2890,45445,de:05374:45445,Driescher Str.,N?mbrecht,Bierenbachtal,2609611,5644930
2891,45444,de:05374:45444,Schlenke,N?mbrecht,Bierenbachtal,2610183,5645360
2892,45443,de:05374:45443,Oberbierenbach,N?mbrecht,Bierenbachtal,2610975,5645553
2893,45442,de:05374:45442,Prombach,N?mbrecht,Winterborn,2611667,5644808
2894,45162,de:05374:45162,G?pringhausen,N?mbrecht,Mitte,2607187,5642583
2895,96773,de:07138:020018,Rolandsecker Weg,RHEINBREITBACH,Rheinbreitbach,2586905,5610339
2897,76237,de:05366:76237,Eifelh?henklinik,Nettersheim,Marmagen,2540809,5594294
2898,86338,de:05362:86338,Klosengartenstr.,Erftstadt,K?ttingen,2557113,5632014
2899,88534,de:05362:88534,Am M?hlenberg,Bergheim,Fliesteden,2552292,5650733
2900,43243,de:05374:43243,Frielingsdorf Friedhof,Lindlar,Frielingsdorf,2600149,5657788
2901,42647,de:05374:42647,Am Buschfelde,Wipperf?rth,Thier,2595781,5661102
2902,36341,de:05378:36341,Scherf,Odenthal,Scherf,2581608,5655627
2903,36342,de:05378:36342,Scherf Mitte,Odenthal,Scherf,2581785,5655687
2904,36343,de:05378:36343,Schallemich,Odenthal,Scherf,2582393,5655027
2905,36344,de:05378:36344,Hochscherf Abzw.,Odenthal,Scherf,2582739,5655312
2906,36435,de:05378:36435,Eikamp Schule,Odenthal,Eikamp,2583143,5654626
2907,81444,de:05362:81444,Kl?ranlage,Pulheim,Stommeln,2553366,5655291
2908,81451,de:05362:81451,Internat,Pulheim,Stommeln,2552791,5653851
2909,82433,de:05362:82433,Euro Park/Porta,Frechen,Mitte,2558697,5642751
2910,53349,de:05382:53349,Dersdorf Spitzwegstr.,Bornheim,Dersdorf,2568236,5625493
2911,82435,de:05362:82435,Euro Park/Nord,Frechen,Mitte,2558267,5643621
2912,88850,de:05362:88850,M?nchhof,Bergheim,Niederau?em,2547785,5651826
2913,88742,de:05362:88742,H?chelhoven Schule,Bergheim,H?chelhoven,2548157,5653409
2914,59147,de:05382:59147,Sehlenbach,Eitorf,Sehlenbach,2606020,5626115
2915,59754,de:05382:59754,Alsen,Windeck,Leuscheid,2609256,5626132
2916,54298,de:05382:54298,Ludwigsplatz,Niederkassel,L?lsdorf,2571266,5633082
2917,59955,de:05382:59955,Rosbach Sportzentrum,Windeck,Rosbach,2613612,5630103
2918,59952,de:05382:59952,Rosbach Friedhof,Windeck,Rosbach,2614245,5630034
2919,53352,de:05382:53352,Dersdorfer Str.,Bornheim,Waldorf,2567726,5625433
2920,53353,de:05382:53353,Feuerwehrger?tehaus,Bornheim,Waldorf,2566966,5625749
2921,46441,de:05374:46441,Biebelshof,Waldbr?l,Hermesdorf,2616169,5639527
2922,53354,de:05382:53354,Lilienstr.,Bornheim,Waldorf,2567324,5625074
2923,59860,de:05382:59860,Im ?nken,Windeck,Dattenfeld,2609918,5630981
2924,46163,de:05374:46163,Diezenkausen Abzw.,Waldbr?l,Mitte,2614904,5640902
2925,45378,de:05374:45378,Haan,N?mbrecht,Altenn?mbrecht,2610278,5638923
2926,45377,de:05374:45377,Buch,N?mbrecht,Altenn?mbrecht,2609166,5639148
2927,45376,de:05374:45376,Geringhauser M?hle,N?mbrecht,Altenn?mbrecht,2608628,5639244
2928,59666,de:05382:59666,Gie?elbach Abzw.,Ruppichteroth,Mitte,2602915,5636536
2929,59665,de:05382:59665,Millerscheid,Ruppichteroth,Mitte,2601664,5637611
2930,58461,de:05382:58461,Talstr.,Neunkirchen-Seelscheid,Seelscheid,2593260,5638025
2931,59646,de:05382:59646,Herchener Str.,Ruppichteroth,Mitte,2604839,5635160
2934,58344,de:05382:58344,Im M?llerhof,Lohmar,Wahlscheid,2588069,5639328
2935,46433,de:05374:46433,Geininger Str.,Waldbr?l,Hermesdorf,2616663,5641106
2936,41139,de:05374:41139,Reinsbach Abzw.,H?ckeswagen,Mitte,2594511,5669750
2937,79240,de:05366:79240,H?ttenstr.,Dahlem,Baasem,2535724,5581810
2938,79241,de:05366:79241,Berk Sportplatz,Dahlem,Berk,2532410,5582817
2939,79243,de:05366:79243,Waldweg,Dahlem,Frauenkron,2530709,5581806
2940,34640,de:05378:34640,Staller Weg,Wermelskirchen,Mitte,2589030,5663621
2941,41440,de:05374:41440,Busenbacher Weg,H?ckeswagen,Wiehagen,2591597,5669004
2942,93266,de:05158:19481,Knipprather Str.,Langenfeld,Mitte,2566032,5663757
2943,93262,de:05158:19482,Karlstr.,Langenfeld,Mitte,2566304,5663881
2944,53355,de:05382:53355,Nelkenstr.,Bornheim,Waldorf,2566444,5625021
2945,53356,de:05382:53356,Raiffeisenbank,Bornheim,Waldorf,2567115,5625633
2946,31836,de:05378:31836,Hebborn Friedhof,Bergisch Gladbach,Hebborn,2578687,5652554
2947,31837,de:05378:31837,Alte Wipperf?rther Str.,Bergisch Gladbach,Hebborn,2579292,5652742
2948,31176,de:05378:31176,Brahmsstr.,Bergisch Gladbach,Schildgen,2576090,5654388
2949,31169,de:05378:31169,Broicher Feld,Bergisch Gladbach,Schildgen,2575738,5653679
2950,53357,de:05382:53357,Tulpenweg,Bornheim,Waldorf,2566794,5625234
2951,23241,de:05316:23241,Wilmersdorfer Str.,Leverkusen,Mathildenhof,2575333,5657772
2952,32137,de:05378:32137,Mittelstr.,Burscheid,Mitte,2577994,5661615
2953,78742,de:05366:78742,Forsthaus,Hellenthal,Losheim,2525923,5581442
2954,31150,de:05378:31150,Dellbr?cker Str./Handstr.,Bergisch Gladbach,Hand,2576388,5650867
2955,41439,de:05374:41439,Industriegebiet,H?ckeswagen,Wiehagen,2591272,5668817
2969,53370,de:05382:53370,Uhlstr.,Bornheim,Kardorf,2566322,5626026
2970,98561,de:07131:080154,Feuerwehr,GRAFSCHAFT,Birresdorf,2580862,5606895
2971,98333,de:07131:080097,Rheinh?henblick,REMAGEN,Oedingen,2581714,5608495
2972,98332,de:07131:080096,Kirche,REMAGEN,Oedingen,2581894,5608559
2973,89252,de:05362:89252,Industriegebiet Hammer,Bedburg,Kaster,2540415,5653581
2982,53374,de:05382:53374,Maa?enstr.,Bornheim,Hemmerich,2565278,5625724
2996,58361,de:05382:58361,Dahlhaus,Lohmar,Honrath,2587667,5644078
2997,41647,de:05374:41647,Radevormwald Rathaus,Radevormwald,Mitte,2594888,5675216
2998,41938,de:05374:41938,Siedlungsweg,Radevormwald,Dahlerau,2591370,5676890
2999,41949,de:05374:41949,Vogelsm?hle,Radevormwald,Dahlerau,2591420,5677244
3000,23141,de:05316:23141,Schlebusch Post,Leverkusen,Schlebusch,2573827,5656232
3001,23161,de:05316:23161,Am Mittelberg,Leverkusen,Schlebusch,2574287,5656490
3002,23162,de:05316:23162,Seniorenzentrum,LEVERKUSEN,Schlebusch,2574934,5656829
3003,23163,de:05316:23163,Otto-Dix-Str.,Leverkusen,Schlebusch,2575241,5656637
3004,23164,de:05316:23164,Franz-Marc-Str.,Leverkusen,Schlebusch,2575173,5656395
3005,23165,de:05316:23165,Kandinskystr.,Leverkusen,Schlebusch,2575013,5656278
3006,23167,de:05316:23167,Edelrath,Leverkusen,Edelrath,2575834,5655789
3007,53375,de:05382:53375,Strombergstr.,Bornheim,Hemmerich,2565876,5625251
3008,23168,de:05316:23168,Uppersberg Abzw.,Leverkusen,Edelrath,2576513,5656050
3009,23272,de:05316:23272,Engstenberger Weg,Leverkusen,Engstenberg,2577024,5656415
3010,36151,de:05378:36151,P?tzbusch,Odenthal,Gl?busch,2577301,5656836
3011,36152,de:05378:36152,Wingensiefener Str.,Odenthal,Gl?busch,2577625,5656979
3012,53413,de:05382:53413,Annograben,Bornheim,Walberberg,2564145,5629673
3013,36161,de:05378:36161,Sch?ne Aussicht,Odenthal,Gl?busch,2577804,5656924
3014,36162,de:05378:36162,Schlinghofener Str.,Odenthal,Gl?busch,2577697,5657399
3015,36651,de:05378:36651,Erberich,Odenthal,Gl?busch,2577809,5657855
3016,36652,de:05378:36652,Holz,Odenthal,Blecher,2578243,5658306
3017,36653,de:05378:36653,Schulstr.,Odenthal,Blecher,2578663,5658726
3018,36654,de:05378:36654,Gartenstr.,Odenthal,Blecher,2578634,5659030
3019,36655,de:05378:36655,Feldstr.,Odenthal,Blecher,2578726,5659297
3020,78182,de:05366:78182,Sebastianusweg,Schleiden,Gem?nd,2534903,5604592
3021,23142,de:05316:23142,Von-Diergardt-Str.,Leverkusen,Schlebusch,2573545,5655859
3022,23143,de:05316:23143,Bensberger Str.,Leverkusen,Schlebusch,2573375,5655265
3023,23152,de:05316:23152,Karl-Carstens-Ring,Leverkusen,Schlebusch,2572758,5655275
3024,23151,de:05316:23151,Klinikum Leverkusen,Leverkusen,Schlebusch,2572397,5655477
3025,21243,de:05316:21243,Heideh?he,Leverkusen,Manfort,2572014,5655368
3026,21242,de:05316:21242,Scharnhorststr.,Leverkusen,Manfort,2571699,5655720
3027,21201,de:05316:21201,Schlebusch Bf,Leverkusen,Manfort,2571262,5655624
3028,21232,de:05316:21232,Konrad-Adenauer-Platz,Leverkusen,Manfort,2570770,5655608
3029,21166,de:05316:21166,Haberstr.,Leverkusen,Manfort,2570344,5655622
3030,21165,de:05316:21165,Hindenburgstr.,Leverkusen,Wiesdorf,2569952,5655713
3031,23156,de:05316:23156,Auerm?hle,Leverkusen,Schlebusch,2572867,5655442
3032,23157,de:05316:23157,Dh?nnberg,Leverkusen,Schlebusch,2573302,5655502
3033,23158,de:05316:23158,Museum/Karl-Carstens-Ring,Leverkusen,Schlebusch,2572762,5656143
3034,23434,de:05316:23434,Graf-Galen-Platz,Leverkusen,Alkenrath,2572400,5656716
3035,23433,de:05316:23433,Geschwister-Scholl-Str.,Leverkusen,Alkenrath,2572149,5656974
3036,23432,de:05316:23432,Elisabeth-von-Thadden-Str.,Leverkusen,Alkenrath,2571919,5657057
3037,22332,de:05316:22332,Borsigstr.,Leverkusen,Fixheide,2571199,5657708
3038,22331,de:05316:22331,Benzstr.,Leverkusen,Fixheide,2571253,5657928
3039,22363,de:05316:22363,Quettinger Str.,Leverkusen,Quettingen,2571472,5658801
3040,22364,de:05316:22364,Jakobistr.,Leverkusen,Quettingen,2572125,5658952
3041,22365,de:05316:22365,Holzer Weg,Leverkusen,Quettingen,2572500,5659116
3042,22366,de:05316:22366,Feldsiefer Weg,Leverkusen,Quettingen,2573000,5659215
3043,23351,de:05316:23351,In Holzhausen,Leverkusen,L?tzenkirchen,2573285,5659272
3044,23352,de:05316:23352,Leineweberstr.,Leverkusen,L?tzenkirchen,2573668,5659339
3045,23353,de:05316:23353,L?tzenkirchen Mitte,Leverkusen,L?tzenkirchen,2574056,5659440
3046,23354,de:05316:23354,Wiehbachtal,Leverkusen,L?tzenkirchen,2574502,5659791
3047,32631,de:05378:32631,D?rscheid Abzw.,Burscheid,Mitte,2575652,5660210
3048,32632,de:05378:32632,Sieferhof,Burscheid,Mitte,2575698,5660637
3049,32633,de:05378:32633,Bornheim Abzw.,Burscheid,Mitte,2576246,5660854
3050,32634,de:05378:32634,K?mersheide,Burscheid,Mitte,2577072,5660962
3051,32635,de:05378:32635,Repinghofener Str.,Burscheid,Mitte,2577549,5660994
3052,32139,de:05378:32139,Goetzewerk,Burscheid,Mitte,2578208,5661293
3053,32140,de:05378:32140,Burscheid Busbf,Burscheid,Mitte,2578382,5661500
3054,23358,de:05316:23358,Forellental,Leverkusen,L?tzenkirchen,2574500,5660310
3055,23357,de:05316:23357,Sch?ne Aussicht,Leverkusen,L?tzenkirchen,2574105,5660284
3056,23355,de:05316:23355,Kinderhausen,Leverkusen,L?tzenkirchen,2574191,5659827
3057,22354,de:05316:22354,Auf der Ohmer,Leverkusen,Quettingen,2572940,5659384
3058,22353,de:05316:22353,Hummelweg,Leverkusen,Quettingen,2572479,5659500
3059,22352,de:05316:22352,Maurinusstr.,Leverkusen,Quettingen,2572003,5659558
3060,22362,de:05316:22362,Torstr.,Leverkusen,Quettingen,2571447,5659111
3061,22351,de:05316:22351,Feldstr.,Leverkusen,Quettingen,2571666,5659626
3062,22162,de:05316:22162,Kolberger Str.,Leverkusen,Opladen,2571370,5659597
3063,22161,de:05316:22161,Werkst?ttenstr.,Leverkusen,Opladen,2570850,5659569
3064,22149,de:05316:22149,Berliner Platz,Leverkusen,Opladen,2570080,5659998
3065,22148,de:05316:22148,Wupperbr?cke,Leverkusen,Opladen,2569843,5660241
3066,22147,de:05316:22147,Am Frankenberg,Leverkusen,Opladen,2569719,5660597
3067,93239,de:05158:19907,Rothenberger Str.,Langenfeld,Reusrath,2568935,5660991
3068,93238,de:05158:19908,Steinstr.,Langenfeld,Reusrath,2568450,5661307
3069,93237,de:05158:19880,Gr?newaldstr.,Langenfeld,Reusrath,2568101,5661536
3070,93236,de:05158:19873,Am Hagelkreuz,Langenfeld,Reusrath,2567358,5662062
3071,93235,de:05158:19472,Rheinische Kliniken,Langenfeld,Reusrath,2567170,5662327
3072,93234,de:05158:19909,Talstr.,Langenfeld,Reusrath,2566804,5662832
3073,93233,de:05158:19478,Stadtgarten,Langenfeld,Mitte,2566485,5663271
3074,53414,de:05382:53414,Coloniastr.,Bornheim,Walberberg,2562931,5629351
3075,93251,de:05158:19658,Berliner Platz,Langenfeld,Mitte,2566371,5663425
3076,93252,de:05158:19483,Freiherr-vom-Stein-Str.,Langenfeld,Mitte,2566459,5663823
3077,93253,de:05158:19484,Stadtmitte,Langenfeld,Mitte,2566491,5663968
3078,93254,de:05158:19788,Langenfeld Marktplatz,Langenfeld,Mitte,2566493,5664225
3079,93201,de:05158:19479,Langenfeld (S),Langenfeld,Mitte,2565729,5663457
3080,93246,de:05158:19887,Rennstr.,Langenfeld,Reusrath,2567779,5661286
3081,93245,de:05158:19469,Mehlbruch,Langenfeld,Reusrath,2567198,5660588
3082,93244,de:05158:19906,Rheinstr.,Langenfeld,Reusrath,2567065,5661079
3083,93243,de:05158:19879,Gieslenberger Str.,Langenfeld,Reusrath,2566918,5661413
3084,93242,de:05158:19886,Neustr.,Langenfeld,Reusrath,2566693,5661972
3085,93241,de:05158:19881,Hausinger Str.,Langenfeld,Reusrath,2566554,5662810
3086,53415,de:05382:53415,Dominikanerkloster,Bornheim,Walberberg,2563659,5629579
3087,53416,de:05382:53416,Pater-Bertram-Platz,Bornheim,Walberberg,2564447,5629158
3088,53417,de:05382:53417,Ehrenfriedhof,Bornheim,Walberberg,2564062,5628996
3089,53418,de:05382:53418,Irlenp?tz,Bornheim,Walberberg,2564187,5628745
3090,53419,de:05382:53419,K?tzburger Weg,Bornheim,Walberberg,2564454,5628881
3091,53420,de:05382:53420,Oberstr.,Bornheim,Walberberg,2564215,5629407
3092,93257,de:05158:19678,Bogenstr.,Langenfeld,Immigrath,2567174,5664757
3093,93258,de:05158:19804,Immigrather Platz,Langenfeld,Immigrath,2567363,5664885
3094,93169,de:05158:19676,Gladbacher Str.,Langenfeld,Hardt,2567764,5665133
3095,93172,de:05158:19874,ara - Schuhfabrik,Langenfeld,Hardt,2568147,5665180
3096,53421,de:05382:53421,Sch?tzenstr.,Bornheim,Walberberg,2563884,5629144
3097,33242,de:05378:33242,Further Weg,Leichlingen,Mitte,2569627,5663778
3098,53456,de:05382:53456,"Brucknerstr,",Bornheim,Merten,2565383,5627604
3099,53457,de:05382:53457,Klosterstr.,Bornheim,Merten,2564892,5627140
3100,33141,de:05378:33141,Leichlingen Busbf,Leichlingen,Mitte,2571194,5663871
3101,33140,de:05378:33140,Wallgraben,Leichlingen,Mitte,2570969,5663619
3102,33234,de:05378:33234,Stoss,Leichlingen,Mitte,2570481,5663036
3103,33233,de:05378:33233,Trompete,Leichlingen,Mitte,2569966,5662710
3106,93247,de:05158:19476,Locher Weg,Langenfeld,Reusrath,2568316,5661629
3107,23166,de:05316:23166,Edelrather Weg,Leverkusen,Edelrath,2574866,5655754
3108,53458,de:05382:53458,Martinstr.,Bornheim,Merten,2565104,5626804
3110,53459,de:05382:53459,Schottgasse,Bornheim,Merten,2564943,5627622
3113,21442,de:05316:21442,Ringstr.,Leverkusen,Hitdorf,2564610,5658958
3114,21441,de:05316:21441,Am Werth,Leverkusen,Hitdorf,2564866,5658723
3115,21432,de:05316:21432,Oststr.,Leverkusen,Hitdorf,2565049,5658512
3116,78743,de:05366:78743,Pr?mer Str.,Hellenthal,Losheim,2526215,5581054
3117,21102,de:05316:21102,Carl-Duisberg-Str./Tor 1,Leverkusen,Wiesdorf,2569656,5654257
3118,21157,de:05316:21157,Heymannstr.,Leverkusen,Wiesdorf,2570210,5654686
3119,21251,de:05316:21251,Stixchesstr.,Leverkusen,Manfort,2571321,5654828
3120,23153,de:05316:23153,Am Telegraf,Leverkusen,Schlebusch,2572976,5654926
3121,23154,de:05316:23154,Ulmer Str.,Leverkusen,Schlebusch,2573264,5654819
3122,23144,de:05316:23144,Am M?rchen,Leverkusen,Schlebusch,2573958,5655091
3123,23145,de:05316:23145,Beethovenstr.,Leverkusen,Schlebusch,2574116,5654844
3124,23146,de:05316:23146,V?lklinger Str.,Leverkusen,Schlebusch,2573781,5654641
3125,23147,de:05316:23147,Mozartstr.,Leverkusen,Schlebusch,2573391,5654666
3126,23431,de:05316:23431,Maria-Terwiel-Str.,Leverkusen,Alkenrath,2571635,5657174
3127,53460,de:05382:53460,Verdistr.,Bornheim,Merten,2564708,5627776
3128,23136,de:05316:23136,Ophovener Str.,Leverkusen,Schlebusch,2573708,5656712
3129,23135,de:05316:23135,Kreuzbroicher Str.,Leverkusen,Schlebusch,2573720,5657116
3130,23133,de:05316:23133,Gr?ner Weg,Leverkusen,Steinb?chel,2573958,5657674
3131,23231,de:05316:23231,Theodor-Heuss-Ring,Leverkusen,Steinb?chel,2574007,5657412
3132,23232,de:05316:23232,Hermann-Ehlers-Str.,Leverkusen,Steinb?chel,2574232,5657240
3133,23233,de:05316:23233,Hermann-Hesse-Str.,Leverkusen,Steinb?chel,2574218,5657601
3134,23234,de:05316:23234,Kurt-Schumacher-Ring,Leverkusen,Steinb?chel,2574385,5657547
3135,23235,de:05316:23235,Nicolai-Hartmann-Str.,Leverkusen,Steinb?chel,2574666,5657970
3136,23236,de:05316:23236,Am Kiesberg,Leverkusen,Steinb?chel,2574854,5658248
3137,23237,de:05316:23237,Feuerbachstr.,Leverkusen,Steinb?chel,2575069,5658366
3138,23238,de:05316:23238,Fichtestr.,Leverkusen,Steinb?chel,2575226,5658627
3139,23239,de:05316:23239,Alt-Steinb?chel,Leverkusen,Steinb?chel,2575263,5658368
3140,23261,de:05316:23261,Teltower Str.,Leverkusen,Mathildenhof,2575331,5656995
3141,23262,de:05316:23262,H?fer Weg,Leverkusen,Fettehenne,2575507,5657057
3142,23242,de:05316:23242,Potsdamer Str.,Leverkusen,Mathildenhof,2575627,5657459
3143,23243,de:05316:23243,Spreestr.,Leverkusen,Mathildenhof,2575439,5657556
3144,23244,de:05316:23244,Halenseestr.,Leverkusen,Mathildenhof,2575246,5657654
3145,23240,de:05316:23240,Sch?neberger Str.,Leverkusen,Mathildenhof,2575503,5657836
3146,23263,de:05316:23263,Neuboddenberg,Leverkusen,Neuboddenberg,2576414,5658057
3147,23264,de:05316:23264,Schnorrenberg,Leverkusen,Schnorrenberg,2577427,5658496
3148,32236,de:05378:32236,Eichenpl?tzchen,Burscheid,Mitte,2578687,5659731
3149,23131,de:05316:23131,St?ttekofener Str.,Leverkusen,Schlebusch,2573024,5656660
3150,53563,de:05382:53563,Clemensstr.,Bornheim,Sechtem,2566835,5628750
3151,53564,de:05382:53564,Europaring,Bornheim,Sechtem,2567729,5629057
3152,22201,de:05316:22201,K?ppersteg (S),Leverkusen,K?ppersteg,2569321,5657257
3153,22241,de:05316:22241,Tannenbergstr.,Leverkusen,K?ppersteg,2569887,5656554
3154,22242,de:05316:22242,Friedrich-Naumann-Str.,Leverkusen,K?ppersteg,2569987,5656806
3155,22243,de:05316:22243,Bebelstr.,Leverkusen,K?ppersteg,2570062,5657029
3156,22232,de:05316:22232,Aquilapark,Leverkusen,K?ppersteg,2570169,5657068
3157,22231,de:05316:22231,Im Eisholz,Leverkusen,K?ppersteg,2570729,5657109
3158,53565,de:05382:53565,Grommeshofstr.,Bornheim,Sechtem,2567028,5629088
3159,22269,de:05316:22269,Heinrich-Br?ning-Str.,Leverkusen,B?rrig,2568676,5657665
3160,22268,de:05316:22268,Rheindorfer Str.,Leverkusen,B?rrig,2568190,5657711
3161,21339,de:05316:21339,Feldtorstr.,Leverkusen,Rheindorf,2566928,5657679
3162,21341,de:05316:21341,Burgweg,Leverkusen,Rheindorf,2566489,5657527
3163,21338,de:05316:21338,P?tzdelle,Leverkusen,Rheindorf,2566652,5657725
3164,21337,de:05316:21337,Am Vogelsang,Leverkusen,Rheindorf,2566732,5658369
3165,21336,de:05316:21336,Baumberger Str.,Leverkusen,Rheindorf,2566769,5658666
3166,21335,de:05316:21335,Netzestr.,Leverkusen,Rheindorf,2567063,5658588
3167,21334,de:05316:21334,Oderstr.,Leverkusen,Rheindorf,2567304,5658993
3168,21333,de:05316:21333,K?nigsberger Platz,Leverkusen,Rheindorf,2567103,5659217
3169,21332,de:05316:21332,Schwarzastr.,Leverkusen,Rheindorf,2566718,5659375
3170,21331,de:05316:21331,Peenestr.,Leverkusen,Rheindorf,2566454,5659745
3171,53567,de:05382:53567,Wendelinusstr.,Bornheim,Sechtem,2567366,5628990
3172,21342,de:05316:21342,Unterstr.,Leverkusen,Rheindorf,2566106,5657735
3173,21135,de:05316:21135,Albert-Einstein-Str.,Leverkusen,Wiesdorf,2568720,5656129
3174,21131,de:05316:21131,Die Luminaden,Leverkusen,Wiesdorf,2569008,5655770
3175,23265,de:05316:23265,Blechersiefen,Leverkusen,Blechersiefen,2577875,5658910
3176,32237,de:05378:32237,Stra?erhof,Burscheid,Mitte,2578366,5659422
3177,32238,de:05378:32238,Str??chen,Burscheid,Mitte,2578974,5660229
3178,32241,de:05378:32241,Kaltenherberg Ort,Burscheid,Mitte,2579392,5661421
3179,53621,de:05382:53621,Burgunderstr.,Bornheim,Widdig,2572552,5628596
3180,22158,de:05316:22158,Robert-Koch-Str.,Leverkusen,Opladen,2570495,5658348
3181,53622,de:05382:53622,H?ttengarten,Bornheim,Widdig,2572220,5629301
3182,22163,de:05316:22163,Stauffenbergstr.,Leverkusen,Opladen,2570945,5659791
3183,22165,de:05316:22165,Pommernstr.,Leverkusen,Opladen,2571179,5659775
3184,53623,de:05382:53623,Teutonenstr.,Bornheim,Widdig,2572156,5629601
3185,23361,de:05316:23361,Am Sportplatz,Leverkusen,L?tzenkirchen,2573589,5659142
3186,23362,de:05316:23362,Weyerweg,Leverkusen,L?tzenkirchen,2573831,5659087
3187,23363,de:05316:23363,Von-Knoeringen-Str.,Leverkusen,L?tzenkirchen,2574031,5659016
3188,23364,de:05316:23364,Zehntenweg,Leverkusen,L?tzenkirchen,2574366,5658869
3189,23251,de:05316:23251,Bruchhauser Str.,Leverkusen,L?tzenkirchen,2574643,5658419
3190,53631,de:05382:53631,Inselstr.,Bornheim,Uedorf,2572964,5627921
3191,23256,de:05316:23256,Ropenstall,Leverkusen,Ropenstall,2576258,5658831
3192,53632,de:05382:53632,Werthstr.,Bornheim,Uedorf,2573197,5627516
3193,22266,de:05316:22266,Erzbergerstr.,Leverkusen,B?rrig,2568863,5658043
3194,22265,de:05316:22265,Myliusstr.,Leverkusen,B?rrig,2568742,5657962
3195,22264,de:05316:22264,Stephanusstr.,Leverkusen,B?rrig,2568862,5657477
3196,22263,de:05316:22263,R?ttersweg,Leverkusen,B?rrig,2568878,5657298
3197,22262,de:05316:22262,Moselstr.,Leverkusen,B?rrig,2568813,5657104
3198,22261,de:05316:22261,Overfeldweg,Leverkusen,B?rrig,2569198,5656964
3199,21138,de:05316:21138,Schulstr.,Leverkusen,Wiesdorf,2568872,5655589
3200,21137,de:05316:21137,Kaiserstr.,Leverkusen,Wiesdorf,2568633,5655500
3201,53633,de:05382:53633,Windm?hlenstr.,Bornheim,Uedorf,2572745,5628252
3202,21132,de:05316:21132,Adolfsstr.,Leverkusen,Wiesdorf,2568509,5655852
3203,21136,de:05316:21136,Rheinallee,Leverkusen,Wiesdorf,2568148,5655453
3204,53657,de:05382:53657,Heisterbacher Str.,Bornheim,Hersel,2573395,5627262
3205,22233,de:05316:22233,Karl-Marx-Str.,Leverkusen,K?ppersteg,2570292,5656758
3206,23148,de:05316:23148,Waldschule,Leverkusen,Schlebusch,2574535,5654717
3207,53741,de:05382:53741,Am Domplatz,Alfter,Mitte,2571245,5622415
3209,21231,de:05316:21231,CaLevornia,Leverkusen,Manfort,2570527,5656182
3210,22272,de:05316:22272,K?ppersteg Post,Leverkusen,K?ppersteg,2569537,5657319
3211,22273,de:05316:22273,Gisbert-Cremer-Str.,Leverkusen,K?ppersteg,2569459,5657708
